[1, x, 10, 1]===[1, 0, 0]===[0.026712]===[5114]
[1, x, 10, 2]===[0, 1, 0]===[0.022126]===[5082]
[1, x, 10, 3]===[0, 1, 0]===[0.020297]===[5113]
[1, x, 10, 4]===[1, 0, 0]===[0.02111]===[5183]
[1, x, 10, 5]===[0, 0, 1]===[0.020763]===[5111]
[1, x, 10, 6]===[0, 1, 0]===[0.02162]===[5260]
[1, x, 10, 7]===[1, 0, 0]===[0.021796]===[5161]
[1, x, 10, 8]===[0, 0, 1]===[0.021446]===[5144]
[1, x, 10, 9]===[1, 0, 0]===[0.021006]===[5105]
[1, x, 10, 10]===[1, 0, 0]===[0.020938]===[5176]
[1, x, 10, 11]===[0, 1, 0]===[0.021317]===[5114]
[1, x, 10, 12]===[0, 0, 1]===[0.02072]===[5105]
[1, x, 10, 13]===[0, 0, 1]===[0.020731]===[5091]
[1, x, 10, 14]===[0, 0, 1]===[0.021511]===[5118]
[1, x, 10, 15]===[0, 1, 0]===[0.021105]===[5105]
[1, x, 10, 16]===[1, 0, 0]===[0.021004]===[5105]
[1, x, 10, 17]===[1, 0, 0]===[0.02096]===[5113]
[1, x, 10, 18]===[0, 0, 1]===[0.021098]===[5105]
[1, x, 10, 19]===[0, 0, 1]===[0.021631]===[5124]
[1, x, 10, 20]===[0, 0, 1]===[0.027423]===[5071]
[1, x, 10, 21]===[0, 1, 0]===[0.021606]===[5118]
[1, x, 10, 22]===[0, 1, 0]===[0.021958]===[5175]
[1, x, 10, 23]===[0, 0, 1]===[0.023173]===[5109]
[1, x, 10, 24]===[0, 0, 1]===[0.022711]===[5111]
[1, x, 10, 25]===[1, 0, 0]===[0.025095]===[5120]
[1, x, 10, 26]===[0, 1, 0]===[0.021436]===[5132]
[1, x, 10, 27]===[1, 0, 0]===[0.021995]===[5171]
[1, x, 10, 28]===[0, 0, 1]===[0.022341]===[5120]
[1, x, 10, 29]===[1, 0, 0]===[0.022197]===[5101]
[1, x, 10, 30]===[1, 0, 0]===[0.022198]===[5196]
[1, x, 10, 31]===[0, 0, 1]===[0.021119]===[5071]
[1, x, 10, 32]===[0, 1, 0]===[0.022113]===[5163]
[1, x, 10, 33]===[0, 0, 1]===[0.02261]===[5080]
[1, x, 10, 34]===[0, 0, 1]===[0.022172]===[5110]
[1, x, 10, 35]===[0, 1, 0]===[0.024795]===[5114]
[1, x, 10, 36]===[0, 1, 0]===[0.021298]===[5105]
[1, x, 10, 37]===[0, 1, 0]===[0.023154]===[5134]
[1, x, 10, 38]===[0, 1, 0]===[0.021675]===[5182]
[1, x, 10, 39]===[0, 1, 0]===[0.023147]===[5228]
[1, x, 10, 40]===[1, 0, 0]===[0.023657]===[5114]
[1, x, 10, 41]===[0, 0, 1]===[0.021702]===[5082]
[1, x, 10, 42]===[0, 0, 1]===[0.021877]===[5071]
[1, x, 10, 43]===[0, 1, 0]===[0.022088]===[5147]
[1, x, 10, 44]===[0, 0, 1]===[0.021006]===[5101]
[1, x, 10, 45]===[0, 0, 1]===[0.021289]===[5105]
[1, x, 10, 46]===[0, 0, 1]===[0.024397]===[5124]
[1, x, 10, 47]===[1, 0, 0]===[0.02472]===[5113]
[1, x, 10, 48]===[1, 0, 0]===[0.021066]===[5113]
[1, x, 10, 49]===[1, 0, 0]===[0.022428]===[5120]
[1, x, 10, 50]===[0, 0, 1]===[0.021151]===[5105]
[2, x, 10, 1]===[0, 0, 1]===[0.047939]===[9727]
[2, x, 10, 2]===[0, 0, 1]===[0.044718]===[9664]
[2, x, 10, 3]===[0, 0, 1]===[0.045251]===[9726]
[2, x, 10, 4]===[0, 0, 1]===[0.045145]===[9706]
[2, x, 10, 5]===[0, 1, 0]===[0.046145]===[9665]
[2, x, 10, 6]===[0, 1, 0]===[0.045218]===[9730]
[2, x, 10, 7]===[0, 0, 1]===[0.045543]===[9738]
[2, x, 10, 8]===[0, 0, 1]===[0.045224]===[9644]
[2, x, 10, 9]===[0, 0, 1]===[0.046677]===[9649]
[2, x, 10, 10]===[0, 0, 1]===[0.044766]===[9677]
[2, x, 10, 11]===[0, 1, 0]===[0.047378]===[9800]
[2, x, 10, 12]===[0, 0, 1]===[0.045371]===[9723]
[2, x, 10, 13]===[0, 0, 1]===[0.046019]===[9692]
[2, x, 10, 14]===[0, 0, 1]===[0.047133]===[9652]
[2, x, 10, 15]===[0, 0, 1]===[0.044532]===[9748]
[2, x, 10, 16]===[1, 0, 0]===[0.044743]===[9855]
[2, x, 10, 17]===[0, 1, 0]===[0.045697]===[9686]
[2, x, 10, 18]===[1, 0, 0]===[0.044913]===[9723]
