CONTAINER ID,NAME,CPU %,MEM USAGE (B),MEM LIMIT (B),MEM %,NETWORK IN (kB),NETWORK OUT (kB),BLOCK IN (kB),BLOCK OUT (kB),PIDS
3c8ef68fae4f,sfe_drone,97.35%,167MiB,1.938GiB,8.42%,46.2MB,46.8MB,0B,2.38MB,7
4792b602a5f2,sfe_laptop,59.89%,165.1MiB,1.938GiB,8.32%,46.8MB,46.2MB,0B,2.57MB,6
3c8ef68fae4f,sfe_drone,0.83%,167MiB,1.938GiB,8.42%,46.2MB,46.8MB,0B,2.38MB,7
4792b602a5f2,sfe_laptop,99.94%,165.1MiB,1.938GiB,8.32%,46.8MB,46.2MB,0B,2.57MB,6
3c8ef68fae4f,sfe_drone,0.83%,167MiB,1.938GiB,8.42%,46.2MB,46.8MB,0B,2.38MB,7
4792b602a5f2,sfe_laptop,99.94%,165.1MiB,1.938GiB,8.32%,46.8MB,46.2MB,0B,2.57MB,6
3c8ef68fae4f,sfe_drone,28.08%,167.3MiB,1.938GiB,8.43%,46.3MB,46.8MB,0B,2.38MB,11
4792b602a5f2,sfe_laptop,105.69%,170.2MiB,1.938GiB,8.57%,46.8MB,46.3MB,0B,2.58MB,12
3c8ef68fae4f,sfe_drone,28.08%,167.3MiB,1.938GiB,8.43%,46.3MB,46.8MB,0B,2.38MB,11
4792b602a5f2,sfe_laptop,105.69%,170.2MiB,1.938GiB,8.57%,46.8MB,46.3MB,0B,2.58MB,12
3c8ef68fae4f,sfe_drone,86.21%,176.4MiB,1.938GiB,8.88%,46.3MB,46.9MB,0B,2.38MB,7
4792b602a5f2,sfe_laptop,100.49%,179.2MiB,1.938GiB,9.03%,46.9MB,46.3MB,0B,2.58MB,6
3c8ef68fae4f,sfe_drone,86.21%,176.4MiB,1.938GiB,8.88%,46.3MB,46.9MB,0B,2.38MB,7
4792b602a5f2,sfe_laptop,100.49%,179.2MiB,1.938GiB,9.03%,46.9MB,46.3MB,0B,2.58MB,6
3c8ef68fae4f,sfe_drone,52.31%,185.9MiB,1.938GiB,9.37%,46.4MB,47MB,0B,2.38MB,11
4792b602a5f2,sfe_laptop,106.38%,188.9MiB,1.938GiB,9.51%,47MB,46.4MB,0B,2.58MB,12
