1, 0.000938, 64
1, 0.000950, 51
1, 0.000782, 121
1, 0.001052, 121
1, 0.000942, 121
1, 0.001201, 121
1, 0.000916, 121
1, 0.000866, 121
1, 0.001134, 121
1, 0.000986, 121
1, 0.001149, 121
1, 0.001076, 121
1, 0.001079, 121
1, 0.001117, 121
1, 0.001020, 121
1, 0.000990, 121
1, 0.000879, 121
1, 0.000904, 121
1, 0.000957, 121
1, 0.000749, 121
1, 0.000963, 121
1, 0.001085, 121
1, 0.001029, 121
1, 0.000708, 65
1, 0.000877, 51
1, 0.000987, 121
1, 0.000992, 121
1, 0.001151, 121
1, 0.001047, 121
1, 0.001137, 121
1, 0.001349, 121
1, 0.001054, 121
1, 0.000982, 121
1, 0.000919, 121
1, 0.001358, 121
1, 0.001226, 121
1, 0.001008, 121
1, 0.001083, 121
1, 0.001060, 121
1, 0.001127, 121
1, 0.001150, 121
1, 0.000988, 121
1, 0.001046, 121
1, 0.001275, 121
1, 0.001061, 121
1, 0.001085, 121
1, 0.000837, 65
1, 0.000875, 51
1, 0.001066, 121
1, 0.001223, 121
1, 0.001060, 121
1, 0.001138, 121
1, 0.000955, 121
1, 0.000917, 121
1, 0.000978, 121
1, 0.001107, 121
1, 0.000950, 121
1, 0.000845, 121
1, 0.001041, 121
1, 0.000995, 121
1, 0.001068, 121
1, 0.001025, 121
1, 0.001161, 121
1, 0.000951, 121
1, 0.000997, 121
1, 0.001089, 121
1, 0.000935, 121
1, 0.001200, 121
1, 0.001015, 121
